season,teamID,teamName,conference,seed,gamesPlayed,gamesWon,winPercentage,tempo,defensiveRebounds,blocks,defensiveEfficiency,steals,totalAssists,threePointAccuracy,freeThrowAccuracy,fieldGoalPercentage,turnoverPercentage,offensiveEfficiency,tournamentWins
2017,1411,TX Southern,Southwest Athletic Conference,16,35,23,0.6571428571428571,70,594,88,106.5,187,283,0.3096446700507614,0.7647058823529411,0.48100000000000004,0.192,100.6,0
2017,1413,UC Davis,Big West Conference,16,34,23,0.6764705882352942,70.3,526,75,100.8,114,266,0.3787878787878788,0.6778242677824268,0.484,0.196,97.4,0
2017,1423,UNC Wilmington,Colonial Athletic Association,12,33,29,0.8787878787878788,71.5,636,89,105,182,439,0.3760806916426513,0.7,0.55,0.201,117.7,0
2017,1433,VCU,Colonial Athletic Association,10,35,26,0.7428571428571429,70.1,685,100,95.9,199,423,0.3588621444201313,0.7043010752688172,0.51,0.21,108.1,0
2017,1435,Vanderbilt,Southeastern Conference,9,35,19,0.5428571428571428,67,515,74,93.8,84,268,0.41865079365079366,0.7831632653061225,0.521,0.161,112.5,0
2017,1436,Vermont,America East Conference,13,34,29,0.8529411764705882,65.8,701,136,98.2,156,386,0.3782608695652174,0.7053571428571429,0.5529999999999999,0.196,110,0
2017,1439,Virginia Tech,Big East Conference,9,33,22,0.6666666666666666,70,593,67,102.5,85,360,0.42138364779874216,0.7352941176470589,0.569,0.165,118.4,0
2017,1448,Wake Forest,American Athletic Conference,11,33,19,0.5757575757575758,72,539,79,102.6,114,314,0.4230769230769231,0.7659574468085106,0.541,0.162,122.4,0
2017,1457,Winthrop,Big South Conference,13,31,26,0.8387096774193549,72.3,671,125,101.3,142,316,0.3832528180354267,0.7245080500894454,0.535,0.18600000000000003,105.3,0
2017,1116,Arkansas,Southeastern Conference,8,36,26,0.7222222222222222,71,668,133,99.8,197,391,0.38095238095238093,0.7635467980295566,0.514,0.185,114.9,1
2017,1153,Cincinnati,Conference USA,6,36,30,0.8333333333333334,65.4,740,155,92.1,228,487,0.35526315789473684,0.6804835924006909,0.52,0.20199999999999999,115.2,1
2017,1181,Duke,American Athletic Conference,2,37,28,0.7567567567567568,69.7,718,123,95.6,165,371,0.39225589225589225,0.7724252491694352,0.5479999999999999,0.17300000000000001,122.1,1
2017,1199,Florida St,American Athletic Conference,3,35,26,0.7428571428571429,72.8,666,133,95.2,196,389,0.36875,0.7245901639344262,0.537,0.195,115.4,1
2017,1235,Iowa St,Big 12 Conference,5,35,24,0.6857142857142857,69.6,629,87,96.2,187,394,0.42526690391459077,0.6904231625835189,0.55,0.195,120,1
2017,1257,Louisville,Conference USA,2,34,25,0.7352941176470589,69.4,665,141,91.5,169,352,0.39630390143737165,0.6954887218045113,0.514,0.196,117.6,1
2017,1277,Michigan St,Big Ten Conference,9,35,20,0.5714285714285714,68.1,559,111,94.9,98,369,0.4114583333333333,0.6682692307692307,0.54,0.159,111.6,1
2017,1292,MTSU,Sun Belt Conference,12,35,31,0.8857142857142857,65.8,749,85,96.6,206,448,0.37398373983739835,0.7204081632653061,0.541,0.198,111.2,1
2017,1321,Northwestern,Big Ten Conference,8,36,24,0.6666666666666666,66.9,611,137,95.2,122,402,0.3614457831325301,0.7601809954751131,0.49700000000000005,0.179,111.2,1
2017,1323,Notre Dame,Big East Conference,5,36,26,0.7222222222222222,68.3,659,103,96.4,193,418,0.3968503937007874,0.8153153153153153,0.536,0.187,119.3,1
2017,1348,Rhode Island,Atlantic 10 Conference,11,35,25,0.7142857142857143,67.7,634,153,94.1,160,340,0.358974358974359,0.6615646258503401,0.508,0.19399999999999998,111.1,1
2017,1388,St Mary's CA,West Coast Conference,7,34,29,0.8529411764705882,61.2,751,89,93.8,116,494,0.40570522979397783,0.7493857493857494,0.578,0.153,118,1
2017,1425,USC,Pacific-10 Conference,11,36,26,0.7222222222222222,70.1,632,144,100.6,193,385,0.3648393194706994,0.7486136783733827,0.522,0.179,113.3,1
2017,1437,Villanova,Big East Conference,1,36,32,0.8888888888888888,65.6,792,97,92.5,229,458,0.3884297520661157,0.7983333333333333,0.575,0.201,122.2,1
2017,1438,Virginia,American Athletic Conference,5,34,23,0.6764705882352942,60.3,561,95,86.9,138,337,0.41688654353562005,0.7313432835820896,0.524,0.207,111.8,1
2017,1455,Wichita St,Missouri Valley Conference,10,35,31,0.8857142857142857,70,875,111,92.2,199,500,0.4272,0.7360703812316716,0.542,0.193,117.2,1
2017,1112,Arizona,Pacific-10 Conference,2,37,32,0.8648648648648649,67.1,815,100,95.6,160,428,0.4118773946360153,0.7611510791366907,0.537,0.174,117.6,2
2017,1124,Baylor,Big 12 Conference,3,34,27,0.7941176470588235,65.1,625,130,93.9,127,377,0.35294117647058826,0.726530612244898,0.525,0.171,116.4,2
2017,1139,Butler,Midwestern Collegiate Conference,4,34,25,0.7352941176470589,67.2,569,71,96.9,142,316,0.38253638253638256,0.7359223300970874,0.546,0.196,117.7,2
2017,1276,Michigan,Big Ten Conference,7,38,26,0.6842105263157895,64,549,75,97.6,151,352,0.3924268502581756,0.7862232779097387,0.57,0.195,123.3,2
2017,1345,Purdue,Big Ten Conference,4,35,27,0.7714285714285715,70.4,728,72,93.1,132,463,0.40619307832422585,0.7690839694656488,0.557,0.166,116.6,2
2017,1417,UCLA,Pacific-10 Conference,3,36,31,0.8611111111111112,74.6,873,155,99.6,188,638,0.4192634560906516,0.7406679764243614,0.598,0.158,122.8,2
2017,1452,West Virginia,Big East Conference,4,37,28,0.7567567567567568,72.2,618,130,89.3,294,456,0.3684210526315789,0.6805555555555556,0.513,0.276,115.4,2
2017,1458,Wisconsin,Big Ten Conference,8,37,27,0.7297297297297297,64.4,660,94,92,179,357,0.3719165085388994,0.6441005802707931,0.521,0.195,114.5,2
2017,1196,Florida,Southeastern Conference,4,36,27,0.75,70.2,642,122,88.9,191,327,0.39204545454545453,0.734959349593496,0.516,0.21,116.6,3
2017,1242,Kansas,Big 12 Conference,1,36,31,0.8611111111111112,71.4,758,137,94.5,199,460,0.40854700854700854,0.65625,0.561,0.18600000000000003,121.5,3
2017,1246,Kentucky,Southeastern Conference,2,38,32,0.8421052631578947,73.7,813,156,91.3,175,467,0.36252189141856395,0.7066492829204694,0.529,0.192,118.3,3
2017,1462,Xavier,Atlantic 10 Conference,11,38,24,0.631578947368421,68.4,560,58,97.9,149,335,0.3583535108958838,0.6936758893280632,0.519,0.175,115.6,3
2017,1332,Oregon,Pacific-10 Conference,3,38,33,0.868421052631579,68.4,733,191,93.8,184,489,0.39807383627608345,0.7100175746924429,0.555,0.193,117.8,4
2017,1376,South Carolina,Southeastern Conference,7,36,26,0.7222222222222222,69.6,522,89,89,173,287,0.3764988009592326,0.692929292929293,0.473,0.243,108.7,4
2017,1211,Gonzaga,West Coast Conference,1,39,37,0.9487179487179487,71.5,995,145,86.3,228,521,0.38699186991869916,0.7454289732770746,0.5660000000000001,0.171,117.8,5
2017,1314,North Carolina,American Athletic Conference,1,39,33,0.8461538461538461,72.8,737,80,91.5,192,494,0.38715953307393,0.7116357504215851,0.517,0.18600000000000003,121,6
2018,1112,Arizona,Pacific-10 Conference,4,35,27,0.7714285714285715,68.3,742,123,100.4,139,422,0.4077079107505071,0.7684563758389261,0.563,0.16699999999999998,117,0
2018,1113,Arizona St,Pacific-10 Conference,11,32,20,0.625,72.7,534,76,102.1,138,303,0.3757828810020877,0.7445652173913043,0.5379999999999999,0.204,115.7,0
2018,1116,Arkansas,Southeastern Conference,7,35,23,0.6571428571428571,71.1,607,110,100.4,160,363,0.4279475982532751,0.6878306878306878,0.5379999999999999,0.19399999999999998,116.7,0
2018,1137,Bucknell,Patriot League,14,35,25,0.7142857142857143,72.9,721,125,101.3,148,377,0.351985559566787,0.7340425531914894,0.539,0.17,108,0
2018,1158,Col Charleston,Southern Conference,13,32,26,0.8125,66,597,89,104.3,130,271,0.37250996015936255,0.761252446183953,0.527,0.17800000000000002,106.8,0
2018,1166,Creighton,Missouri Valley Conference,8,32,21,0.65625,72.3,636,58,97.4,110,388,0.40602836879432624,0.7563025210084033,0.574,0.158,116.2,0
2018,1168,CS Fullerton,Big West Conference,15,30,20,0.6666666666666666,70.7,478,61,102.5,134,255,0.3952569169960474,0.7563218390804598,0.516,0.182,101.6,0
2018,1172,Davidson,Southern Conference,12,33,21,0.6363636363636364,65.5,561,36,102.3,113,379,0.4165202108963093,0.8026315789473685,0.574,0.162,117,0
2018,1209,Georgia St,Atlantic Sun Conference,15,33,24,0.7272727272727273,67.7,571,105,101.5,152,305,0.41317365269461076,0.7131782945736435,0.539,0.20600000000000002,108.8,0
2018,1233,Iona,Metro Atlantic Athletic Conference,15,34,20,0.5882352941176471,71.5,520,63,107.6,150,339,0.4233128834355828,0.7811704834605598,0.539,0.188,108.8,0
2018,1252,Lipscomb,Atlantic Sun Conference,15,30,23,0.7666666666666667,75.9,557,65,101.8,132,331,0.3540772532188841,0.7415094339622641,0.515,0.19899999999999998,103.2,0
2018,1254,LIU Brooklyn,Northeast Conference,16,34,18,0.5294117647058824,72.8,490,53,109.9,92,225,0.3956043956043956,0.6958762886597938,0.521,0.165,101.9,0
2018,1274,Miami FL,Big East Conference,6,32,22,0.6875,68.2,562,89,96.6,144,324,0.3893805309734513,0.6608910891089109,0.531,0.188,113.3,0
2018,1281,Missouri,Big 12 Conference,8,32,20,0.625,66.8,519,90,96,112,292,0.42437923250564336,0.7715736040609137,0.541,0.16,111,0
2018,1285,Montana,Big Sky Conference,14,32,26,0.8125,69.1,644,78,98.4,183,322,0.3715083798882682,0.7198641765704584,0.512,0.212,106.7,0
2018,1293,Murray St,Ohio Valley Conference,12,30,26,0.8666666666666667,67.8,638,68,100.8,166,360,0.38333333333333336,0.7281553398058253,0.55,0.18,110.6,0
2018,1300,NC Central,Mid-Eastern Athletic Conference,16,32,19,0.59375,66.4,432,63,110.3,82,251,0.35172413793103446,0.7035830618892508,0.504,0.168,95,0
2018,1301,NC State,American Athletic Conference,9,33,21,0.6363636363636364,72.8,513,91,101.3,168,368,0.39082969432314413,0.716,0.534,0.204,115.6,0
2018,1308,New Mexico St,Sun Belt Conference,12,31,28,0.9032258064516129,69.4,740,80,95,140,343,0.34275618374558303,0.645021645021645,0.516,0.19,106.8,0
2018,1328,Oklahoma,Big 12 Conference,10,32,18,0.5625,76.7,548,102,99.5,123,314,0.4195519348268839,0.7453271028037384,0.535,0.168,114.6,0
2018,1335,Penn,Ivy League,16,32,24,0.75,70.1,685,67,97.6,135,351,0.370304114490161,0.6700819672131147,0.529,0.17,103.6,0
2018,1344,Providence,Big East Conference,10,35,21,0.6,68.3,562,85,95.9,156,302,0.375,0.7157057654075547,0.496,0.19,108.4,0
2018,1347,Radford,Big South Conference,16,34,23,0.6764705882352942,64.2,481,58,102.8,116,244,0.3691588785046729,0.7255936675461742,0.493,0.20199999999999999,101.3,0
2018,1355,S Dakota St,Summit League,12,31,28,0.9032258064516129,71.5,732,52,100.4,117,314,0.40536277602523657,0.7843866171003717,0.5429999999999999,0.142,113.2,0
2018,1361,San Diego St,Mountain West Conference,11,32,22,0.6875,70,586,71,94.9,142,336,0.3488888888888889,0.7323340471092077,0.517,0.19,110.2,0
2018,1372,SF Austin,Southland Conference,14,31,28,0.9032258064516129,72.1,598,75,97.1,237,346,0.3887640449438202,0.6980802792321117,0.531,0.259,103.8,0
2018,1382,St Bonaventure,Atlantic 10 Conference,11,34,26,0.7647058823529411,70.4,654,98,99.7,183,371,0.42340425531914894,0.7670250896057348,0.516,0.204,109.6,0
2018,1395,TCU,Conference USA,6,33,21,0.6363636363636364,70,555,81,100.5,143,411,0.4154929577464789,0.7077922077922078,0.565,0.174,119.5,0
2018,1400,Texas,Big 12 Conference,10,34,19,0.5588235294117647,66.6,519,102,93.7,117,233,0.3294663573085847,0.6642685851318945,0.5,0.18,109.3,0
2018,1411,TX Southern,Southwest Athletic Conference,16,36,16,0.4444444444444444,72.6,422,71,112.4,90,226,0.42378048780487804,0.7266514806378133,0.505,0.162,104.1,0
2018,1417,UCLA,Pacific-10 Conference,11,33,21,0.6363636363636364,71.5,612,87,100.6,136,340,0.4152892561983471,0.7292490118577075,0.537,0.145,113.7,0
2018,1422,UNC Greensboro,Southern Conference,13,32,27,0.84375,66.2,636,108,95.2,184,340,0.3616692426584235,0.7154471544715447,0.517,0.214,103.4,0
2018,1438,Virginia,American Athletic Conference,1,34,31,0.9117647058823529,60.5,754,117,86.7,213,428,0.39679715302491103,0.7590361445783133,0.527,0.209,114.6,0
2018,1439,Virginia Tech,Big East Conference,8,33,21,0.6363636363636364,70.2,580,57,98.6,129,381,0.4083333333333333,0.734341252699784,0.5770000000000001,0.18600000000000003,115.2,0
2018,1455,Wichita St,Missouri Valley Conference,4,33,25,0.7575757575757576,70.1,717,108,102.7,127,479,0.4090909090909091,0.7392086330935251,0.551,0.163,120.9,0
2018,1460,Wright St,Midwestern Collegiate Conference,14,33,25,0.7575757575757576,69.3,624,55,97.2,160,319,0.3561946902654867,0.7252525252525253,0.486,0.21,99.4,0
2018,1104,Alabama,Southeastern Conference,9,36,20,0.5555555555555556,69.9,556,116,95.3,129,265,0.35911602209944754,0.6514806378132119,0.519,0.187,107.9,1
2018,1120,Auburn,Southeastern Conference,4,34,26,0.7647058823529411,73.8,666,147,96.9,200,383,0.39334341906202724,0.7861736334405145,0.508,0.207,114,1
2018,1138,Buffalo,Mid-American Conference,13,35,27,0.7714285714285715,73.8,702,114,102.7,156,434,0.3792,0.717948717948718,0.5479999999999999,0.18100000000000002,114.5,1
2018,1139,Butler,Midwestern Collegiate Conference,10,35,21,0.6,69.1,535,65,95.3,141,307,0.375,0.7513812154696132,0.54,0.195,116.1,1
2018,1153,Cincinnati,Conference USA,2,36,31,0.8611111111111112,66.2,804,164,87.7,219,507,0.36644951140065146,0.6859375,0.512,0.21600000000000003,111.6,1
2018,1196,Florida,Southeastern Conference,6,34,21,0.6176470588235294,68.5,518,110,93.9,148,292,0.4093686354378819,0.7396313364055299,0.508,0.2,115.2,1
2018,1222,Houston,Conference USA,6,35,27,0.7714285714285715,69.4,730,84,93.9,170,395,0.40535714285714286,0.7244094488188977,0.5329999999999999,0.191,114.8,1
2018,1267,Marshall,Mid-American Conference,13,35,25,0.7142857142857143,75.9,666,140,102.5,152,392,0.35358255451713394,0.768595041322314,0.547,0.184,108.8,1
2018,1277,Michigan St,Big Ten Conference,3,35,30,0.8571428571428571,68,885,221,94.3,124,577,0.4305317324185249,0.7471074380165289,0.569,0.146,118.9,1
2018,1314,North Carolina,American Athletic Conference,2,37,26,0.7027027027027027,72.6,743,112,97.1,145,494,0.38235294117647056,0.7505112474437627,0.52,0.163,120.7,1
2018,1326,Ohio St,Big Ten Conference,5,34,25,0.7352941176470589,68.2,678,99,94.3,152,374,0.3550420168067227,0.7358916478555305,0.541,0.179,116,1
2018,1348,Rhode Island,Atlantic 10 Conference,7,34,26,0.7647058823529411,69.6,589,84,97.3,198,408,0.36673773987206826,0.7377049180327869,0.511,0.226,109.7,1
2018,1371,Seton Hall,Big East Conference,8,34,22,0.6470588235294118,70.7,550,75,98.2,150,342,0.3740831295843521,0.6973947895791583,0.529,0.177,117.8,1
2018,1397,Tennessee,Southeastern Conference,3,35,26,0.7428571428571429,67.1,642,118,92,166,421,0.4048582995951417,0.7642585551330798,0.508,0.204,114.2,1
2018,1420,UMBC,Northeast Conference,16,33,25,0.7575757575757576,69.3,552,55,102.2,164,338,0.41064638783269963,0.6442786069651741,0.522,0.207,102.1,1
2018,1462,Xavier,Atlantic 10 Conference,1,35,29,0.8285714285714286,71.7,818,89,97.7,174,481,0.38181818181818183,0.7900146842878121,0.5589999999999999,0.157,120.9,1
2018,1155,Clemson,American Athletic Conference,5,35,25,0.7142857142857143,67.2,622,119,93.1,139,322,0.3980392156862745,0.7721518987341772,0.529,0.174,112.5,2
2018,1211,Gonzaga,West Coast Conference,4,37,32,0.8648648648648649,70.5,877,104,94.9,200,477,0.3850415512465374,0.7207678883071553,0.57,0.174,117.2,2
2018,1246,Kentucky,Southeastern Conference,5,37,26,0.7027027027027027,70,646,123,95.6,140,348,0.40793201133144474,0.7140600315955766,0.518,0.168,115.8,2
2018,1305,Nevada,Western Athletic Conference,7,37,29,0.7837837837837838,70.7,733,117,102.5,165,468,0.4157814871016692,0.7455138662316476,0.5479999999999999,0.18,118.9,2
2018,1345,Purdue,Big Ten Conference,2,37,30,0.8108108108108109,68.7,738,153,95.7,174,493,0.4406779661016949,0.7380952380952381,0.5770000000000001,0.177,123.2,2
2018,1393,Syracuse,Big East Conference,11,37,23,0.6216216216216216,64,534,123,92.1,155,246,0.32831325301204817,0.7261146496815286,0.469,0.195,106,2
2018,1401,Texas A&M,Big 12 Conference,7,35,22,0.6285714285714286,70.3,620,121,94.7,121,353,0.36069651741293535,0.6747572815533981,0.514,0.153,111.2,2
2018,1452,West Virginia,Big East Conference,5,37,26,0.7027027027027027,71.2,615,137,95.8,220,382,0.36192109777015435,0.7621722846441947,0.504,0.233,120.9,2
2018,1181,Duke,American Athletic Conference,2,37,29,0.7837837837837838,70.9,762,143,92.9,211,485,0.3989455184534271,0.696763202725724,0.5589999999999999,0.17300000000000001,122.3,3
2018,1199,Florida St,American Athletic Conference,9,35,23,0.6571428571428571,72.5,547,104,96.4,151,336,0.3717391304347826,0.6878980891719745,0.532,0.19399999999999998,113.2,3
2018,1243,Kansas St,Big 12 Conference,9,37,25,0.6756756756756757,66.5,521,74,93.7,172,347,0.372960372960373,0.75177304964539,0.526,0.21600000000000003,109.6,3
2018,1403,Texas Tech,Big 12 Conference,3,37,27,0.7297297297297297,67.6,614,103,91.5,201,362,0.3904109589041096,0.7089678510998308,0.52,0.217,112.7,3
2018,1242,Kansas,Big 12 Conference,1,39,31,0.7948717948717948,69.9,721,122,96.4,185,470,0.43263473053892215,0.7056179775280899,0.575,0.182,122.1,4
2018,1260,Loyola-Chicago,Horizon League,11,37,32,0.8648648648648649,66.4,709,59,95.4,185,444,0.4111776447105788,0.7276595744680852,0.5770000000000001,0.19399999999999998,110.5,4
2018,1276,Michigan,Big Ten Conference,3,40,33,0.825,65.9,705,89,90.4,176,413,0.3716417910447761,0.659919028340081,0.539,0.195,114.4,5
2018,1437,Villanova,Big East Conference,1,40,36,0.9,69.6,788,121,94.1,206,515,0.41627358490566035,0.7730627306273062,0.595,0.182,128.4,6
2019,1101,Abilene Chr,Southland Conference,15,30,27,0.9,67.1,548,59,100.7,184,352,0.38990825688073394,0.7250554323725056,0.519,0.233,100.9,0
2019,1113,Arizona St,Pacific-10 Conference,11,34,23,0.6764705882352942,71.9,632,70,97.6,138,329,0.3634361233480176,0.6764199655765921,0.506,0.19,108.7,0
2019,1125,Belmont,Atlantic Sun Conference,11,32,27,0.84375,72.5,757,97,101,165,513,0.3994082840236686,0.7276595744680852,0.5760000000000001,0.16,114.9,0
2019,1133,Bradley,Missouri Valley Conference,15,34,20,0.5882352941176471,66.5,509,82,100.5,89,243,0.39669421487603307,0.7091836734693877,0.49700000000000005,0.184,101.1,0
2019,1153,Cincinnati,Conference USA,7,35,28,0.8,65,684,126,93.8,178,397,0.3681214421252372,0.7099841521394612,0.49,0.209,112.3,0
2019,1159,Colgate,Patriot League,15,34,24,0.7058823529411765,67.9,620,83,105.5,154,377,0.4189723320158103,0.7438423645320197,0.5589999999999999,0.17800000000000002,109.1,0
2019,1192,F Dickinson,Northeast Conference,16,33,21,0.6363636363636364,68,446,68,110.3,137,261,0.4481707317073171,0.7763819095477387,0.542,0.20199999999999999,104.5,0
2019,1205,Gardner Webb,Atlantic Sun Conference,16,32,23,0.71875,68.7,554,54,106.6,129,307,0.38403990024937656,0.7291666666666666,0.5479999999999999,0.182,106,0
2019,1209,Georgia St,Atlantic Sun Conference,14,33,24,0.7272727272727273,71.3,587,109,101.1,188,301,0.40955631399317405,0.6761133603238867,0.537,0.21,106.4,0
2019,1233,Iona,Metro Atlantic Athletic Conference,16,33,17,0.5151515151515151,71.9,464,46,108.8,111,236,0.3905882352941176,0.7527173913043478,0.53,0.185,105.2,0
2019,1235,Iowa St,Big 12 Conference,6,35,23,0.6571428571428571,69.1,635,113,96.6,163,374,0.39042357274401474,0.750599520383693,0.547,0.188,118.4,0
2019,1243,Kansas St,Big 12 Conference,4,34,25,0.7352941176470589,64.9,620,58,87.8,193,373,0.35797665369649806,0.6605922551252847,0.494,0.228,108,0
2019,1257,Louisville,Conference USA,7,34,20,0.5882352941176471,68.6,579,61,93.1,94,282,0.3592436974789916,0.782051282051282,0.509,0.161,112.9,0
2019,1266,Marquette,Conference USA,5,34,24,0.7058823529411765,70.5,712,120,95.9,127,337,0.4157706093189964,0.7806841046277666,0.535,0.166,111.7,0
2019,1279,Mississippi,Southeastern Conference,8,33,20,0.6060606060606061,69.7,508,74,97.9,174,324,0.3870246085011186,0.788659793814433,0.531,0.20600000000000002,113.3,0
2019,1280,Mississippi St,Southeastern Conference,5,34,23,0.6764705882352942,69,565,116,96.8,191,356,0.4079696394686907,0.744131455399061,0.546,0.195,116.9,0
2019,1285,Montana,Big Sky Conference,15,33,26,0.7878787878787878,68,623,68,103.2,157,370,0.40804597701149425,0.7066974595842956,0.561,0.192,106.2,0
2019,1295,N Dakota St,Summit League,16,33,19,0.5757575757575758,66.5,424,40,109,78,188,0.40852130325814534,0.7602523659305994,0.535,0.14400000000000002,106.6,0
2019,1297,N Kentucky,Horizon League,14,33,26,0.7878787878787878,69.3,649,92,101.3,156,422,0.37894736842105264,0.6761363636363636,0.546,0.184,107.8,0
2019,1300,NC Central,Mid-Eastern Athletic Conference,16,31,18,0.5806451612903226,66.4,392,44,108.3,77,246,0.36212624584717606,0.7290969899665551,0.499,0.175,98,0
2019,1305,Nevada,Western Athletic Conference,7,34,29,0.8529411764705882,70.8,814,108,95.9,184,459,0.3649932157394844,0.7230989956958394,0.537,0.192,112.5,0
2019,1308,New Mexico St,Sun Belt Conference,12,33,30,0.9090909090909091,67.1,716,71,98.2,152,422,0.35732647814910024,0.6787003610108303,0.541,0.191,111.8,0
2019,1318,Northeastern,America East Conference,13,34,23,0.6764705882352942,67.5,598,48,102.5,155,337,0.4021543985637343,0.7694013303769401,0.565,0.16699999999999998,109.1,0
2019,1330,Old Dominion,Colonial Athletic Association,14,35,26,0.7428571428571429,65.9,716,128,94.6,154,353,0.36414048059149723,0.6763392857142857,0.47200000000000003,0.185,99.3,0
2019,1341,Prairie View,Southwest Athletic Conference,16,34,22,0.6470588235294118,72.2,477,36,105.7,200,295,0.31742243436754175,0.6753246753246753,0.49,0.247,101.7,0
2019,1371,Seton Hall,Big East Conference,10,34,20,0.5882352941176471,70.4,524,82,96.9,143,305,0.3533487297921478,0.7040169133192389,0.499,0.198,107.9,0
2019,1385,St John's,Big East Conference,11,34,21,0.6176470588235294,72.3,565,67,99.5,193,319,0.391304347826087,0.7227488151658767,0.519,0.212,107.4,0
2019,1387,St Louis,Conference USA,13,36,23,0.6388888888888888,67.7,632,104,95.7,165,325,0.3348729792147806,0.5905096660808435,0.467,0.19399999999999998,101.3,0
2019,1388,St Mary's CA,West Coast Conference,11,34,22,0.6470588235294118,64.1,580,66,96.3,140,260,0.42117117117117114,0.7569060773480663,0.5379999999999999,0.163,113.1,0
2019,1393,Syracuse,Big East Conference,8,34,20,0.5882352941176471,67.3,537,109,94.2,163,267,0.3550420168067227,0.7100737100737101,0.496,0.231,110.5,0
2019,1396,Temple,Atlantic 10 Conference,11,33,23,0.696969696969697,70.2,586,60,97.6,203,365,0.3391472868217054,0.7467811158798283,0.499,0.20600000000000002,109.4,0
2019,1429,Utah St,Big West Conference,8,34,28,0.8235294117647058,69.6,815,117,96.8,172,494,0.37603993344425957,0.7517605633802817,0.539,0.17300000000000001,111.3,0
2019,1433,VCU,Colonial Athletic Association,8,33,25,0.7575757575757576,69.7,652,109,87.6,216,375,0.31951640759930916,0.6941649899396378,0.501,0.23399999999999999,104.6,0
2019,1436,Vermont,America East Conference,13,33,27,0.8181818181818182,66.7,689,110,98.1,153,312,0.3663716814159292,0.7304015296367112,0.526,0.191,107,0
2019,1458,Wisconsin,Big Ten Conference,5,34,23,0.6764705882352942,65,641,101,88.6,123,317,0.40224719101123596,0.6921119592875318,0.511,0.172,108.2,0
2019,1463,Yale,Ivy League,14,29,22,0.7586206896551724,72.2,653,100,102.5,116,381,0.4,0.7153465346534653,0.556,0.152,110.5,0
2019,1124,Baylor,Big 12 Conference,9,34,20,0.5882352941176471,66.6,484,106,99.2,113,292,0.38461538461538464,0.6878453038674033,0.512,0.18600000000000003,114.6,1
2019,1138,Buffalo,Mid-American Conference,6,35,32,0.9142857142857143,74.9,861,125,95.3,221,514,0.3333333333333333,0.6891025641025641,0.534,0.203,113.6,1
2019,1196,Florida,Southeastern Conference,10,36,20,0.5555555555555556,64.3,465,67,91.6,155,247,0.3630434782608696,0.7353760445682451,0.498,0.22399999999999998,110.3,1
2019,1234,Iowa,Big Ten Conference,10,35,23,0.6571428571428571,70.9,592,80,100.6,145,374,0.3951612903225806,0.7526132404181185,0.527,0.184,116.1,1
2019,1242,Kansas,Big 12 Conference,4,36,26,0.7222222222222222,71.5,717,108,92.4,178,366,0.368836291913215,0.6881918819188192,0.526,0.182,112.9,1
2019,1251,Liberty,Big South Conference,12,33,29,0.8787878787878788,63.5,622,60,99.6,159,368,0.3806921675774135,0.7810810810810811,0.5589999999999999,0.205,109.2,1
2019,1268,Maryland,American Athletic Conference,6,34,23,0.6764705882352942,67.7,653,111,93.3,111,313,0.3733031674208145,0.7562642369020501,0.514,0.141,111.6,1
2019,1278,Minnesota,Big Ten Conference,10,36,22,0.6111111111111112,68.8,564,92,96.3,116,348,0.36103151862464183,0.7074010327022375,0.48200000000000004,0.16899999999999998,110.4,1
2019,1293,Murray St,Ohio Valley Conference,12,31,28,0.9032258064516129,70.2,686,115,98.6,182,448,0.3490909090909091,0.7484909456740443,0.5479999999999999,0.19399999999999998,110.4,1
2019,1326,Ohio St,Big Ten Conference,11,35,20,0.5714285714285714,67.2,524,63,93.8,106,306,0.3805970149253731,0.74,0.503,0.182,107.8,1
2019,1328,Oklahoma,Big 12 Conference,9,34,20,0.5882352941176471,70.3,602,70,93.1,119,276,0.3648293963254593,0.6994949494949495,0.504,0.17300000000000001,110.5,1
2019,1414,UC Irvine,Big West Conference,13,36,31,0.8611111111111112,66.6,845,130,97.6,158,406,0.38278388278388276,0.6854166666666667,0.513,0.16699999999999998,107.2,1
2019,1416,UCF,Atlantic Sun Conference,9,33,24,0.7272727272727273,66.4,660,103,93.3,135,324,0.36104513064133015,0.6434359805510534,0.529,0.18,112.7,1
2019,1437,Villanova,Big East Conference,6,36,26,0.7222222222222222,65.1,649,75,98.9,140,386,0.3691275167785235,0.7253384912959381,0.532,0.18,114.6,1
2019,1449,Washington,Pacific-10 Conference,9,36,27,0.75,67.3,596,161,93.1,247,310,0.360146252285192,0.7,0.521,0.242,105.6,1
2019,1459,Wofford,Southern Conference,7,32,30,0.9375,67.1,645,80,97.1,171,404,0.4319880418535127,0.7006651884700665,0.575,0.191,116.4,1
2019,1199,Florida St,American Athletic Conference,4,37,29,0.7837837837837838,70,728,105,90.9,195,366,0.3488372093023256,0.7350877192982456,0.505,0.203,111.7,2
2019,1222,Houston,Conference USA,3,37,33,0.8918918918918919,67.3,903,143,90.5,205,472,0.36536030341340076,0.7142857142857143,0.521,0.182,115.7,2
2019,1261,LSU,Southeastern Conference,3,35,28,0.8,71.2,669,116,96.6,245,346,0.3295880149812734,0.7579298831385642,0.512,0.201,117.9,2
2019,1276,Michigan,Big Ten Conference,2,37,30,0.8108108108108109,65.9,766,122,85.6,177,410,0.3620689655172414,0.6897321428571429,0.516,0.18,114.6,2
